"접수연도","자치구코드","자치구명","법정동코드","법정동명","지번구분","지번구분명","본번","부번","건물명","계약일","물건금액(만원)","건물면적(㎡)","토지면적(㎡)","층","권리구분","취소일","건축년도","건물용도","신고구분","신고한 개업공인중개사 시군구명"
"2024","11215","광진구","10300","구의동","1","대지","0035","0007","영동빌라","20240410","20000","49.9","34.000000","3","","","1991","연립다세대","중개거래","서울 광진구"
"2024","11410","서대문구","12000","남가좌동","1","대지","0376","0000","남가좌동현대","20240410","71000","59.4","0.000000","9","","","1999","아파트","중개거래","서울 서대문구"
"2024","11140","중구","16500","황학동","1","대지","2545","0000","롯데캐슬","20240410","80000","59.94","","14","","","2008","아파트","중개거래","서울 성동구"
"2024","11170","용산구","10100","후암동","1","대지","0030","0180","예인아트빌(라동)","20240410","59500","41.88","26.446400","4","","","2007","연립다세대","중개거래","서울 용산구"
"2024","11500","강서구","10300","화곡동","1","대지","0920","0015","남광아파트","20240410","23500","32.07","0.000000","10","","","2017","아파트","중개거래","서울 강서구"
"2024","11710","송파구","11300","거여동","1","대지","0290","0000","거여1단지","20240410","58000","39.6","","8","","","1997","아파트","중개거래","서울 송파구"
"2024","11500","강서구","10900","방화동","1","대지","0830","0000","오피앙","20240410","8500","28.5","40.970000","9","","","2001","오피스텔","중개거래","서울 강서구"
"2024","11290","성북구","13400","길음동","1","대지","1287","0001","롯데캐슬골든힐스(길음뉴타운11단지)","20240410","87500","73.971","","9","","","2019","아파트","중개거래","서울 성북구"
"2024","11200","성동구","11300","옥수동","1","대지","0528","0000","옥수파크힐스101동~116동","20240410","155000","59.78","","4","","","2016","아파트","중개거래","서울 성동구"
"2024","11200","성동구","11300","옥수동","1","대지","0528","0000","옥수파크힐스101동~116동","20240410","220000","115.1","","2","","","2016","아파트","중개거래","서울 성동구"
"2024","11200","성동구","11300","옥수동","1","대지","0528","0001","옥수파크힐스117동~125동","20240410","143000","59.78","0.000000","7","","","2016","아파트","중개거래","서울 성동구"
"2024","11710","송파구","11100","방이동","1","대지","0089","0000","올림픽선수기자촌2단지","20240410","220000","100.82","","10","","","1988","아파트","중개거래","서울 송파구"
"2024","11710","송파구","10100","잠실동","1","대지","0175","0012","올림픽타워","20240410","28000","34.87","51.940000","15","","","2004","오피스텔","중개거래","서울 송파구"
"2024","11710","송파구","10800","문정동","1","대지","0150","0000","올림픽훼밀리타운","20240410","159000","84.751","0.000000","1","","","1988","아파트","중개거래","서울 송파구"
"2024","11710","송파구","10800","문정동","1","대지","0150","0000","올림픽훼밀리타운","20240410","194000","117.585","0.000000","14","","","1988","아파트","중개거래","서울 송파구"
"2024","11710","송파구","10800","문정동","1","대지","0150","0000","올림픽훼밀리타운","20240410","225000","158.705","","8","","","1988","아파트","중개거래","서울 송파구"
"2024","11200","성동구","10200","하왕십리동","1","대지","1071","0000","왕십리자이","20240410","112000","59.99","0.000000","19","","","2017","아파트","중개거래","서울 성동구"
"2024","11170","용산구","11900","효창동","1","대지","0286","0000","용산케이씨씨스위첸","20240410","124500","59.97","0.000000","16","","","2018","아파트","중개거래","경기 고양시일산서구"
"2024","11500","강서구","10300","화곡동","1","대지","1026","0013","우공팰리스102동","20240410","49000","61.3","","7","","","2005","아파트","중개거래","서울 강서구"
"2024","11590","동작구","10100","노량진동","1","대지","0016","0001","노량진 드림스퀘어 복합빌딩","20240410","25700","24.132","35.147300","18","","","2020","오피스텔","중개거래","서울 서초구"
"2024","11440","마포구","10400","도화동","1","대지","0082","0000","우성","20240410","120000","79.97","","7","","","1991","아파트","중개거래","서울 마포구"
"2024","11590","동작구","10800","대방동","1","대지","0394","0026","리안","20240410","13500","18.81","29.030000","3","","","null","오피스텔","중개거래","서울 동작구"
"2024","11500","강서구","10300","화곡동","1","대지","0105","0009","우성(105-9외)","20240410","18200","28.18","19.003000","2","","","2015","연립다세대","중개거래","서울 강서구"
"2024","11560","영등포구","13200","신길동","1","대지","4518","0000","우성2","20240410","102000","84.47","","9","","","1986","아파트","중개거래","서울 영등포구"
"2024","11350","노원구","10300","공릉동","1","대지","0366","0032","우성빌라B동","20240410","9900","26.34","14.000000","1","","","1991","연립다세대","중개거래","서울 노원구"
"2024","11620","관악구","10200","신림동","1","대지","0610","0219","우왕빌라","20240410","13900","35.01","27.000000","2","","","1991","연립다세대","중개거래","서울 관악구"
"2024","11290","성북구","13300","정릉동","1","대지","0815","0026","건영빌라A","20240410","15500","47.46","30.010000","3","","","1993","연립다세대","중개거래","서울 성북구"
"2024","11500","강서구","10500","마곡동","1","대지","0748","0000","마곡13단지힐스테이트마스터","20240410","106500","59.982","","10","","","2017","아파트","중개거래","서울 강서구"
"2024","11620","관악구","10200","신림동","1","대지","0090","0079","건영파크빌라","20240410","31000","69.06","31.000000","2","","","2002","연립다세대","중개거래","서울 관악구"
"2024","11620","관악구","10200","신림동","1","대지","1726","0000","우정하이비전2","20240410","65000","84.58","0.000000","4","","","2004","아파트","중개거래","서울 동작구"
"2024","11350","노원구","10300","공릉동","1","대지","0571","0041","원풍빌라","20240410","17500","38.465","21.000000","3","","","1993","연립다세대","중개거래","서울 노원구"
"2024","11350","노원구","10200","월계동","1","대지","0951","0000","월계센트럴아이파크","20240410","89500","84.99","0.000000","12","","","2020","아파트","중개거래","서울 성북구"
"2024","11380","은평구","10700","응암동","1","대지","0769","0000","녹번역e편한세상캐슬","20240410","94000","59.96","0.000000","14","","","2021","아파트","중개거래","서울 은평구"
"2024","11380","은평구","10700","응암동","1","대지","0769","0000","녹번역e편한세상캐슬","20240410","115200","84.92","","17","","","2021","아파트","중개거래","서울 은평구"
"2024","11500","강서구","10500","마곡동","1","대지","0743","0000","마곡엠밸리6단지","20240410","142000","84.88","","14","","","2014","아파트","중개거래","서울 강서구"
"2024","11350","노원구","10500","상계동","1","대지","1256","0000","은빛2단지","20240410","44000","49.77","0.000000","14","","","1998","아파트","중개거래","서울 노원구"
"2024","11500","강서구","10500","마곡동","1","대지","0744","0000","마곡엠밸리9단지","20240410","129000","84.65","","8","","","2021","아파트","중개거래","서울 강서구"
"2024","11560","영등포구","13300","대림동","1","대지","0876","0019","다온캐슬","20240410","36000","32.16","23.780000","5","","","2023","연립다세대","직거래",""
"2024","11380","은평구","11400","진관동","1","대지","0060","0000","은평뉴타운솔하임","20240410","24000","28.119","43.654000","6","","","2017","오피스텔","중개거래","서울 은평구"
"2024","11500","강서구","10800","공항동","1","대지","0664","0003","마곡푸른빌","20240410","24800","45.96","26.090000","2","","","2011","연립다세대","중개거래","서울 강서구"
"2024","11500","강서구","10500","마곡동","1","대지","0725","0001","마곡힐스테이트","20240410","109000","59.99","","5","","","2017","아파트","중개거래","서울 강서구"
"2024","11470","양천구","10200","목동","1","대지","0621","0002","이가채(621-2)","20240410","37000","54.73","29.000000","3","","","2013","연립다세대","중개거래","서울 양천구"
"2024","11590","동작구","10700","사당동","1","대지","1156","0000","이너스내안애","20240410","90000","84.97","","11","","","2012","아파트","중개거래","서울 동작구"
"2024","11530","구로구","10600","고척동","1","대지","0338","0000","마젤란","20240410","74000","95.52","0.000000","4","","","2008","아파트","중개거래","서울 구로구, 서울 양천구"
"2024","11590","동작구","10600","동작동","1","대지","0333","0000","이수힐스테이트","20240410","142000","84.981","","4","","","2013","아파트","중개거래","서울 동작구"
"2024","11260","중랑구","10100","면목동","1","대지","0715","0000","늘푸른동아","20240410","91000","114.73","","16","","","2002","아파트","중개거래","서울 중랑구"
"2024","11440","마포구","10100","아현동","1","대지","0777","0000","마포래미안푸르지오2단지","20240410","178000","84.891","","6","","","2014","아파트","중개거래","서울 마포구"
"2024","11410","서대문구","11000","북아현동","1","대지","1013","0000","이편한세상신촌(1단지)","20240410","134500","84.98","","1","","","2018","아파트","중개거래","서울 마포구, 서울 서대문구"
"2024","11410","서대문구","11000","북아현동","1","대지","1013","0000","이편한세상신촌(2단지)","20240410","155000","84.93","0.000000","18","","","2018","아파트","중개거래","서울 마포구"
"2024","11620","관악구","10200","신림동","1","대지","0090","0054","이화빌리지","20240410","19600","39.36","17.500000","4","","","1993","연립다세대","중개거래","서울 관악구"
"2024","11290","성북구","10300","돈암동","1","대지","0524","0000","일신건영휴먼빌아파트","20240410","59950","59.52","","5","","","2005","아파트","중개거래","서울 성북구"
"2024","11290","성북구","10300","돈암동","1","대지","0524","0000","일신건영휴먼빌아파트","20240410","72000","84.98","","9","","","2005","아파트","중개거래","서울 성북구"
"2024","11380","은평구","10700","응암동","1","대지","0115","0027","자선메르시안(115)","20240410","34000","56.23","","4","","","2002","아파트","중개거래","서울 은평구"
"2024","11650","서초구","10600","잠원동","1","대지","0071","0015","잠원중앙하이츠(A동)","20240410","300000","229.98","","15","","","1996","아파트","중개거래","서울 서초구"
"2024","11500","강서구","10200","등촌동","1","대지","0820","0000","경동미르웰 양천향교 101동","20240410","13700","14.33","20.500000","6","","","2017","오피스텔","중개거래","서울 양천구"
"2024","11500","강서구","10900","방화동","1","대지","0841","0000","장미","20240410","39800","39.96","","5","","","1994","아파트","중개거래","서울 강서구"
"2024","11350","노원구","10400","하계동","1","대지","0273","0000","장미(시영6)","20240410","62000","59.22","","7","","","1989","아파트","중개거래","서울 노원구"
"2024","11380","은평구","10900","신사동","1","대지","0009","0040","장미쉐르빌(9-40)","20240410","24000","61.64","25.060000","4","","","2003","연립다세대","직거래",""
"2024","11530","구로구","10100","신도림동","1","대지","0432","0001","SKVIEW","20240410","102000","84.96","0.000000","14","","","2006","아파트","중개거래","서울 구로구"
"2024","11290","성북구","13800","장위동","1","대지","0322","0022","장위지웰에스테이트","20240410","40000","38.996","","4","","","2022","아파트","중개거래","서울 도봉구"
"2024","11230","동대문구","10400","전농동","1","대지","0010","0000","전농SK","20240410","72000","59.96","0.000000","13","","","2000","아파트","중개거래","서울 동대문구"
"2024","11290","성북구","13300","정릉동","1","대지","0239","0000","정릉풍림아이원","20240410","61000","84.09","","2","","","2005","아파트","중개거래","서울 성북구"
"2024","11260","중랑구","10600","신내동","1","대지","0449","0001","경원","20240410","29500","59.4","","5","","","1989","아파트","중개거래","서울 동대문구, 서울 중랑구"
"2024","11380","은평구","11400","진관동","1","대지","0092","0000","제각말5단지푸르지오(529~542동)BL2-9","20240410","83000","84.89","0.000000","4","","","2010","아파트","중개거래","서울 은평구"
"2024","11620","관악구","10100","봉천동","1","대지","1653","0001","닷컴힐즈","20240410","75000","57.77","","12","","","2023","아파트","직거래",""
"2024","11560","영등포구","11400","당산동4가","1","대지","0095","0000","당산금호어울림","20240410","90000","59.91","","9","","","2002","아파트","중개거래","서울 영등포구"
"2024","11560","영등포구","11400","당산동4가","1","대지","0095","0000","당산금호어울림","20240410","109000","84.25","","2","","","2002","아파트","중개거래","서울 영등포구"
"2024","11230","동대문구","10900","휘경동","1","대지","0057","0000","주공1","20240410","72000","84.84","","2","","","2001","아파트","중개거래","서울 동대문구"
"2024","11320","도봉구","10700","창동","1","대지","0038","0000","주공17단지","20240410","31500","36.16","","15","","","1989","아파트","중개거래","서울 도봉구"
"2024","11320","도봉구","10700","창동","1","대지","0038","0000","주공17단지","20240410","33000","36.16","","12","","","1989","아파트","중개거래","서울 도봉구"
"2024","11320","도봉구","10700","창동","1","대지","0038","0000","주공17단지","20240410","30700","36.16","","2","","","1989","아파트","중개거래","서울 도봉구"
"2024","11710","송파구","10700","가락동","1","대지","0176","0000","삼환","20240410","147500","121.04","","8","","","1984","아파트","중개거래","서울 송파구"
"2024","11560","영등포구","11300","당산동3가","1","대지","0558","0003","THE PARK 365","20240410","47700","62.81","85.780000","4","","","2007","오피스텔","중개거래","서울 영등포구"
"2024","11380","은평구","10500","구산동","1","대지","0019","0021","주영빌트","20240410","20500","29.68","19.920000","2","","","2014","연립다세대","중개거래","서울 은평구"
"2024","11440","마포구","12200","합정동","1","대지","0378","0014","VALUEDEVELOPMENT","20240410","34500","28.33","21.000000","4","","","2016","연립다세대","중개거래","서울 마포구"
"2024","11560","영등포구","11500","당산동5가","1","대지","0043","0000","당산센트럴아이파크","20240410","165000","84.98","","24","","","2020","아파트","중개거래","서울 영등포구"
"2024","11440","마포구","12600","중동","1","대지","0391","0000","중동계룡아파트","20240410","85000","84.6","","15","","","2000","아파트","중개거래","서울 마포구"
"2024","11650","서초구","10800","서초동","1","대지","1315","0000","진흥아파트","20240410","207000","101.32","0.000000","2","","","1979","아파트","중개거래","서울 서초구"
"2024","11680","강남구","10500","삼성동","1","대지","0053","0002","진흥아파트","20240410","230000","104.31","","4","","","1984","아파트","중개거래","서울 강남구"
"2024","11560","영등포구","11500","당산동5가","1","대지","0013","0000","당산효성타운2차","20240410","132000","84.38","","11","","","2001","아파트","중개거래","서울 영등포구"
"2024","11320","도봉구","10700","창동","1","대지","0030","0000","창동주공18단지","20240410","50000","45.77","","13","","","1988","아파트","중개거래","서울 도봉구"
"2024","11110","종로구","17700","평동","1","대지","0233","0000","경희궁자이(3단지)","20240410","197000","84.614","","12","","","2017","아파트","중개거래","서울 종로구"
"2024","11230","동대문구","10200","용두동","1","대지","0255","0058","창보리버리치","20240410","41000","33.94","6.711100","18","","","2019","연립다세대","중개거래","서울 동대문구"
"2024","11740","강동구","10200","고덕동","1","대지","0693","0000","고덕그라시움","20240410","131000","59.785","0.000000","13","","20240528","2019","아파트","중개거래","서울 강동구"
"2024","11545","금천구","10300","시흥동","1","대지","0973","0002","천록연립","20240410","43500","60.57","84.190000","2","","","1985","연립다세대","중개거래","경기 안양시만안구"
"2024","11410","서대문구","10600","천연동","1","대지","0145","0000","천연뜨란채","20240410","83000","59.47","0.000000","2","","","2006","아파트","중개거래","서울 서대문구"
"2024","11530","구로구","11100","천왕동","1","대지","0273","0000","천왕이펜하우스4단지","20240410","71000","84.97","","10","","","2011","아파트","중개거래","서울 구로구"
"2024","11560","영등포구","12100","문래동3가","1","대지","0054","0000","문래자이","20240410","139000","84.98","","8","","","2001","아파트","중개거래","서울 영등포구"
"2024","11650","서초구","10100","방배동","1","대지","0459","0004","삼익빌라트","20240410","192000","121.19","65.100000","3","","","2000","연립다세대","중개거래","서울 서초구"
"2024","11710","송파구","11200","오금동","1","대지","0002","0000","대림","20240410","142600","84.91","","8","","","1988","아파트","중개거래","서울 송파구"
"2024","11710","송파구","10600","삼전동","1","대지","0096","0014","청운빌라8차","20240410","28500","36.96","21.000000","2","","","1993","연립다세대","중개거래","서울 송파구"
"2024","11440","마포구","12300","망원동","1","대지","0425","0044","현대빌라","20240410","34000","41.02","28.000000","1","","","1986","연립다세대","중개거래","서울 마포구"
"2024","11740","강동구","10200","고덕동","1","대지","0693","0000","고덕그라시움","20240410","125000","59.785","","5","","","2019","아파트","중개거래","서울 강동구"
"2024","11740","강동구","10200","고덕동","1","대지","0693","0000","고덕그라시움","20240410","131000","59.785","0.000000","13","","","2019","아파트","중개거래","서울 강동구"
"2024","11545","금천구","10100","가산동","1","대지","0238","0035","미림A-클래스","20240410","25000","29.88","14.050000","4","","","2017","연립다세대","중개거래","서울 금천구"
"2024","11350","노원구","10400","하계동","1","대지","0280","0000","미성","20240410","55000","57.97","","6","","","1989","아파트","중개거래","서울 노원구"
"2024","11560","영등포구","11000","여의도동","1","대지","0037","0000","미성","20240410","216000","101.29","0.000000","9","","","1978","아파트","중개거래","서울 마포구, 서울 영등포구"
"2024","11560","영등포구","12400","문래동6가","1","대지","0058","0000","e편한세상문래에듀플라츠","20240410","102000","59.985","","15","","","2020","아파트","중개거래","서울 영등포구"
"2024","11740","강동구","10700","암사동","1","대지","0421","0000","케이집쎄븐","20240410","26000","19.84","13.042000","6","","","2018","연립다세대","중개거래","서울 강동구"
"2024","11740","강동구","10700","암사동","1","대지","0421","0000","케이집쎄븐","20240410","25000","27.7","18.208800","6","","","2018","연립다세대","중개거래","서울 강동구"
"2024","11560","영등포구","13300","대림동","1","대지","0607","0001","코오롱","20240410","75300","59.94","","17","","","1998","아파트","중개거래","서울 영등포구"
"2024","11590","동작구","10700","사당동","1","대지","0305","0044","(305-44)","20240410","27800","37.73","25.520000","1","","","1986","연립다세대","중개거래","서울 동작구"
"2024","11500","강서구","10200","등촌동","1","대지","0632","0002","태영","20240410","59000","59.97","","1","","","1998","아파트","중개거래","서울 강서구"
"2024","11680","강남구","10100","역삼동","1","대지","0709","0005","테헤란아이파크","20240410","240000","84.641","","8","","","2014","아파트","중개거래","서울 강남구"
"2024","11200","성동구","10200","하왕십리동","1","대지","1066","0000","텐즈힐(1단지)","20240410","131000","59.88","0.000000","4","","","2015","아파트","중개거래","서울 성동구"
"2024","11590","동작구","10200","상도동","1","대지","0903","0000","e편한세상상도노빌리티","20240410","125000","59.59","","14","","","2018","아파트","중개거래","서울 동작구"
"2024","11440","마포구","12300","망원동","1","대지","0425","0044","현대빌라","20240410","34000","41.02","28.000000","1","","20240528","1986","연립다세대","중개거래","서울 마포구"
"2024","11500","강서구","10500","마곡동","1","대지","0773","0003","힐스테이트에코동익","20240410","20400","24.57","35.004000","9","","","2017","오피스텔","중개거래","서울 강서구"
"2024","11650","서초구","10100","방배동","1","대지","0143","0010","방배타운(143-10)","20240410","115000","117.12","54.000000","1","","","1993","연립다세대","중개거래","서울 서초구"
"2024","11710","송파구","10200","신천동","1","대지","0017","0000","파크리오","20240410","198000","84.9","","36","","","2008","아파트","중개거래","서울 송파구"
"2024","11590","동작구","10300","상도1동","1","대지","0326","0009","방주빌라5차","20240410","26500","50.28","29.837500","3","","","1990","연립다세대","중개거래","서울 동작구"
"2024","11500","강서구","10900","방화동","1","대지","0814","0000","방화5","20240410","43800","39.6","","3","","","1994","아파트","중개거래","서울 강서구"
"2024","11710","송파구","10800","문정동","1","대지","0618","0000","파크하비오","20240410","145400","84.972","0.000000","13","","","2016","아파트","중개거래","서울 송파구"
"2024","11620","관악구","10100","봉천동","1","대지","1730","0000","e편한세상서울대입구1단지","20240410","114000","84.93","0.000000","7","","","2019","아파트","중개거래","서울 관악구"
"2024","11380","은평구","10700","응암동","1","대지","0759","0000","백련산힐스테이트1차","20240410","64000","59.63","","6","","","2011","아파트","중개거래","서울 은평구"
"2024","11680","강남구","11400","일원동","1","대지","0719","0000","푸른마을아파트101동~111동","20240410","183000","84.93","","5","","","1994","아파트","중개거래","서울 강남구"
"2024","11590","동작구","10800","대방동","1","대지","0392","0022","푸른숲","20240410","56000","57.71","37.330400","2","","","2022","연립다세대","직거래",""
"2024","11380","은평구","10700","응암동","1","대지","0759","0000","백련산힐스테이트1차","20240410","78900","84.49","","13","","","2011","아파트","중개거래","서울 은평구"
"2024","11530","구로구","11200","항동","1","대지","0242","0000","하버라인3단지","20240410","62000","59.94","0.000000","15","","","2019","아파트","중개거래","서울 구로구"
"2024","11410","서대문구","11000","북아현동","1","대지","1017","0000","힐스테이트신촌","20240410","136500","84.604","","5","","","2020","아파트","중개거래","서울 서대문구"
"2024","11590","동작구","10800","대방동","1","대지","0502","0000","대방동현대","20240410","97800","84.96","","10","","","1994","아파트","중개거래","서울 동작구"
"2024","11170","용산구","12900","이촌동","1","대지","0404","0000","한가람","20240410","160000","59.88","0.000000","13","","","1998","아파트","중개거래","서울 용산구"
"2024","11350","노원구","10500","상계동","1","대지","0740","0000","상계주공2(고층)","20240410","37000","32.39","0.000000","10","","","1987","아파트","중개거래","서울 노원구"
"2024","11650","서초구","10600","잠원동","1","대지","0049","0008","한강","20240410","215000","84.53","","12","","","1989","아파트","중개거래","서울 서초구"
"2024","11380","은평구","10900","신사동","1","대지","0191","0036","(191-36)","20240410","26000","58.32","66.250000","1","","","1981","연립다세대","직거래",""
"2024","11590","동작구","10500","흑석동","1","대지","0028","0000","한강현대","20240410","119000","66.225","","3","","","1988","아파트","중개거래","서울 동작구"
"2024","11320","도봉구","10600","방학동","1","대지","0720","0001","대상타운현대아파트","20240410","77000","84.78","","21","","","2001","아파트","중개거래","서울 도봉구"
"2024","11170","용산구","13100","한남동","1","대지","0810","0000","한남더힐","20240410","1200000","240.23","","-2","","","2011","아파트","중개거래","서울 강남구"
"2024","11410","서대문구","11900","북가좌동","1","대지","0003","0071","대성","20240410","34200","82.84","","1","","","2002","아파트","중개거래","서울 서대문구"
"2024","11200","성동구","11300","옥수동","1","대지","0220","0001","한남하이츠","20240410","179000","89.19","","11","","","1982","아파트","중개거래","서울 성동구"
"2024","11650","서초구","10300","우면동","1","대지","0067","0000","한라","20240410","103000","59.98","0.000000","4","","","1994","아파트","중개거래","서울 서초구"
"2024","11740","강동구","10500","길동","1","대지","0342","0037","대성빌라","20240410","26000","52.25","27.950000","2","","","2002","연립다세대","중개거래","서울 강동구"
"2024","11545","금천구","10300","시흥동","1","대지","1010","0000","벽산","20240410","56900","114.84","","14","","","2000","아파트","중개거래","서울 금천구"
"2024","11290","성북구","13300","정릉동","1","대지","0640","0021","한본빌라","20240410","14000","34.01","32.250000","2","","","1992","연립다세대","중개거래","서울 성북구"
"2024","11710","송파구","11300","거여동","1","대지","0696","0000","e편한세상송파파크센트럴","20240410","113500","59.96","0.000000","16","","","2021","아파트","중개거래","서울 송파구"
"2024","11200","성동구","10200","하왕십리동","1","대지","0258","0000","벽산","20240410","103000","84.94","0.000000","15","","","1996","아파트","중개거래","서울 성동구"
"2024","11530","구로구","10600","고척동","1","대지","0334","0000","벽산","20240410","83000","84.878","","5","","","2003","아파트","중개거래","서울 구로구"
"2024","11500","강서구","10100","염창동","1","대지","0290","0000","벽산늘푸른","20240410","56500","59.97","0.000000","1","","","1998","아파트","중개거래","서울 강서구"
"2024","11320","도봉구","10800","도봉동","1","대지","0030","0001","한신","20240410","55100","84.94","","5","","","1995","아파트","중개거래","서울 노원구, 서울 도봉구"
"2024","11440","마포구","12600","중동","1","대지","0391","0000","중동계룡아파트","20240410","85000","84.6","0.000000","15","","20240628","2000","아파트","중개거래","서울 마포구"
"2024","11620","관악구","10100","봉천동","1","대지","1718","0000","벽산블루밍","20240410","105000","101.95","0.000000","11","","","2005","아파트","중개거래","서울 관악구"
"2024","11320","도봉구","10800","도봉동","1","대지","0618","0035","한신빌라트62차","20240410","18000","28.055","18.190000","5","","","2017","연립다세대","중개거래","서울 도봉구"
"2024","11680","강남구","11800","도곡동","1","대지","0543","0007","도곡1차아이파크","20240410","268000","130.259","","17","","","2007","아파트","중개거래","서울 강남구"
"2024","11530","구로구","10800","오류동","1","대지","0341","0000","한신플러스타운","20240410","51400","59.91","0.000000","11","","","2002","아파트","중개거래","서울 구로구"
"2024","11260","중랑구","10100","면목동","1","대지","1543","0000","한양수자인사가정파크","20240410","30000","23.107","","1","","","2019","아파트","중개거래","서울 중랑구"
"2024","11740","강동구","10800","성내동","1","대지","0552","0001","한영해시안아파트","20240410","87900","64.24","","15","","","2022","아파트","직거래",""
"2024","11590","동작구","10900","신대방동","1","대지","0395","0066","보라매삼성쉐르빌","20240410","162000","163.83","","10","","","2003","아파트","중개거래","서울 서초구"
"2024","11410","서대문구","12000","남가좌동","1","대지","0331","0006","(331-6)","20240410","35000","79.68","41.620000","2","","","2003","연립다세대","중개거래","서울 서대문구"
"2024","11350","노원구","10500","상계동","1","대지","0626","0000","상계주공14(고층)","20240410","48000","59.39","","6","","","1989","아파트","중개거래","서울 노원구, 서울 도봉구"
"2024","11440","마포구","12200","합정동","1","대지","0434","0035","현대빌라(434-35)","20240410","36900","35","25.900000","1","","","1990","연립다세대","중개거래","서울 마포구, 서울 서초구"
"2024","11200","성동구","11400","성수동1가","1","대지","0704","0000","한진타운","20240410","139000","59.4","","8","","","1994","아파트","중개거래","서울 성동구"
"2024","11200","성동구","11400","성수동1가","1","대지","0704","0000","한진타운","20240410","157500","84.21","","4","","","1994","아파트","중개거래","서울 성동구"
"2024","11140","중구","16200","신당동","1","대지","0845","0000","한진해모로","20240410","81500","59.76","","8","","","2001","아파트","중개거래","서울 구로구, 서울 성동구"
"2024","11590","동작구","10900","신대방동","1","대지","0724","0000","보라매자이더포레스트","20240410","107100","59.936","","33","","","2021","아파트","중개거래","서울 동작구"
"2024","11620","관악구","10100","봉천동","1","대지","0856","0005","대우디오슈페리움1단지","20240410","79000","93.11","120.970000","17","","","2007","오피스텔","중개거래","서울 관악구"
"2024","11380","은평구","10800","역촌동","1","대지","0020","0014","해창이너스빌(20-14)","20240410","34500","47.58","31.908000","3","","","2016","연립다세대","중개거래","서울 은평구"
"2024","11740","강동구","10300","상일동","1","대지","0519","0000","고덕아르테온","20240410","149500","84.97","","6","","","2020","아파트","중개거래","서울 강동구"
"2024","11530","구로구","10200","구로동","1","대지","1271","0000","보람쉬움","20240410","65000","81.094","0.000000","10","","","2003","아파트","중개거래","서울 구로구, 서울 동대문구"
"2024","11350","노원구","10500","상계동","1","대지","0639","0000","보람아파트","20240410","38500","44.33","0.000000","7","","","1988","아파트","중개거래","서울 노원구"
"2024","11410","서대문구","11900","북가좌동","1","대지","0336","0030","대원아트빌6","20240410","34500","48.73","28.930000","3","","","2013","연립다세대","중개거래","서울 서대문구"
"2024","11470","양천구","10200","목동","1","대지","0908","0028","부영2","20240410","174000","149.28","","16","","","2000","아파트","중개거래","서울 양천구"
"2024","11260","중랑구","10200","상봉동","1","대지","0120","0000","부영팰리스","20240410","29500","60.07","30.400000","2","","","2003","연립다세대","중개거래","서울 중랑구"
"2024","11545","금천구","10200","독산동","1","대지","0953","0000","삼부르네상스플러스","20240410","9900","21.54","33.310000","9","","","2004","오피스텔","중개거래","서울 금천구"
"2024","11590","동작구","10200","상도동","1","대지","0408","0000","상도동삼호아파트","20240410","95000","114.63","0.000000","15","","","1994","아파트","중개거래","서울 동작구"
"2024","11710","송파구","10400","송파동","1","대지","0166","0000","가락삼익맨숀","20240410","145000","84.828","","3","","","1984","아파트","중개거래","서울 송파구"
"2024","11620","관악구","10100","봉천동","1","대지","0715","0086","(715-86)","20240410","23500","57.76","28.280000","2","","","1996","연립다세대","중개거래","서울 관악구"
"2024","11305","강북구","10300","수유동","1","대지","0273","0081","혁구하이츠빌라7차(6동)","20240410","18500","39.16","19.000000","2","","","1994","연립다세대","중개거래","서울 강북구"
"2024","11680","강남구","10600","대치동","1","대지","1014","0003","대치삼성","20240410","275000","97.35","","15","","","2000","아파트","중개거래","서울 강남구"
"2024","11230","동대문구","10700","청량리동","1","대지","0234","0002","현대","20240410","80000","128.57","0.000000","3","","","1987","아파트","중개거래","서울 동대문구"
"2024","11620","관악구","10200","신림동","1","대지","0255","0189","현대","20240410","51000","84.44","0.000000","5","","","1991","아파트","중개거래","서울 관악구"
"2024","11560","영등포구","10800","영등포동7가","1","대지","0202","0000","브라운스톤영등포","20240410","80000","84.9","","5","","","2004","아파트","중개거래","서울 영등포구"
"2024","11590","동작구","10200","상도동","1","대지","0407","0000","현대(관악)","20240410","68000","58.59","","15","","","1992","아파트","중개거래","서울 관악구"
"2024","11500","강서구","10100","염창동","1","대지","0249","0011","현대2","20240410","57500","59.39","","5","","","1993","아파트","중개거래","서울 강서구"
"2024","11200","성동구","12200","용답동","1","대지","0028","0015","더스테이1차","20240410","48000","29.22","20.170000","4","","","2021","연립다세대","중개거래","서울 성동구"
"2024","11440","마포구","10100","아현동","1","대지","0662","0000","더클래시","20240410","130000","59.96","0.000000","1","입주권","","0","아파트","중개거래","서울 마포구"
"2024","11530","구로구","10200","구로동","1","대지","0104","0008","비즈트위트 레드","20240410","17000","27.22","37.250000","9","","","2016","오피스텔","중개거래","서울 구로구"
"2024","11680","강남구","10300","개포동","1","대지","1239","0012","더푸른빌","20240410","70000","43.5","27.125000","3","","","2016","연립다세대","중개거래","서울 강남구"
"2024","11590","동작구","10700","사당동","1","대지","0235","0076","동문아트빌","20240410","62500","99.66","","1","","","2004","아파트","중개거래","서울 동작구"
"2024","11650","서초구","10700","반포동","1","대지","0728","0036","현대반포빌라","20240410","158000","141.14","79.170000","3","","","1991","연립다세대","중개거래","서울 서초구"
